siec,nrg_Description,Country_code,Country,Year,Description,Unit,Value
R5110-5150_W6000RI,Primary solid biofuels,BA,Bosnia and Herzegovina,2018 ,Solid biofuels,GWH,1.0
R5110-5150_W6000RI,Primary solid biofuels,BA,Bosnia and Herzegovina,2017 ,Solid biofuels,GWH,1.0
RA100,Hydro,BA,Bosnia and Herzegovina,2018 ,Hydro,GWH,6519.0
RA100,Hydro,BA,Bosnia and Herzegovina,2017 ,Hydro,GWH,3987.0
RA100,Hydro,BA,Bosnia and Herzegovina,2016 ,Hydro,GWH,5641.0
RA100,Hydro,BA,Bosnia and Herzegovina,2015 ,Hydro,GWH,5551.0
RA100,Hydro,BA,Bosnia and Herzegovina,2014 ,Hydro,GWH,5935.0
RA300,Wind,BA,Bosnia and Herzegovina,2018 ,Wind,GWH,103.0
RA420,Solar photovoltaic,BA,Bosnia and Herzegovina,2018 ,Solar,GWH,21.0
RA420,Solar photovoltaic,BA,Bosnia and Herzegovina,2017 ,Solar,GWH,21.0
RA420,Solar photovoltaic,BA,Bosnia and Herzegovina,2016 ,Solar,GWH,23.607
C0129,Other bituminous coal,BE,Belgium,2018 ,Hard coal,GWH,91.3
C0129,Other bituminous coal,BE,Belgium,2017 ,Hard coal,GWH,90.9
C0129,Other bituminous coal,BE,Belgium,2016 ,Hard coal,GWH,389.5
C0129,Other bituminous coal,BE,Belgium,2015 ,Hard coal,GWH,2074.7
C0129,Other bituminous coal,BE,Belgium,2014 ,Hard coal,GWH,2090.2
C0129,Other bituminous coal,BE,Belgium,2013 ,Hard coal,GWH,3008.0
C0129,Other bituminous coal,BE,Belgium,2012 ,Hard coal,GWH,3389.0
C0129,Other bituminous coal,BE,Belgium,2011 ,Hard coal,GWH,3476.0
C0129,Other bituminous coal,BE,Belgium,2010 ,Hard coal,GWH,4197.0
C0129,Other bituminous coal,BE,Belgium,2009 ,Hard coal,GWH,5178.0
C0129,Other bituminous coal,BE,Belgium,2008 ,Hard coal,GWH,5547.0
C0129,Other bituminous coal,BE,Belgium,2007 ,Hard coal,GWH,6475.0
C0129,Other bituminous coal,BE,Belgium,2006 ,Hard coal,GWH,6848.0
C0129,Other bituminous coal,BE,Belgium,2005 ,Hard coal,GWH,8199.0
C0129,Other bituminous coal,BE,Belgium,2004 ,Hard coal,GWH,8906.0
C0129,Other bituminous coal,BE,Belgium,2003 ,Hard coal,GWH,9350.0
C0129,Other bituminous coal,BE,Belgium,2002 ,Hard coal,GWH,9738.0
C0129,Other bituminous coal,BE,Belgium,2001 ,Hard coal,GWH,9528.0
C0129,Other bituminous coal,BE,Belgium,2000 ,Hard coal,GWH,12182.0
C0129,Other bituminous coal,BE,Belgium,1999 ,Hard coal,GWH,9233.0
C0129,Other bituminous coal,BE,Belgium,1998 ,Hard coal,GWH,13279.0
C0129,Other bituminous coal,BE,Belgium,1997 ,Hard coal,GWH,12845.0
C0129,Other bituminous coal,BE,Belgium,1996 ,Hard coal,GWH,14610.0
C0129,Other bituminous coal,BE,Belgium,1995 ,Hard coal,GWH,15294.0
C0129,Other bituminous coal,BE,Belgium,1994 ,Hard coal,GWH,15913.0
C0129,Other bituminous coal,BE,Belgium,1993 ,Hard coal,GWH,15010.0
C0129,Other bituminous coal,BE,Belgium,1992 ,Hard coal,GWH,14594.0
C0129,Other bituminous coal,BE,Belgium,1991 ,Hard coal,GWH,14289.0
C0129,Other bituminous coal,BE,Belgium,1990 ,Hard coal,GWH,15097.0
C0210,Sub-bituminous coal,BE,Belgium,2004 ,Hard coal,GWH,240.0
C0210,Sub-bituminous coal,BE,Belgium,2003 ,Hard coal,GWH,288.0
C0210,Sub-bituminous coal,BE,Belgium,2002 ,Hard coal,GWH,291.0
C0210,Sub-bituminous coal,BE,Belgium,2001 ,Hard coal,GWH,408.0
C0210,Sub-bituminous coal,BE,Belgium,2000 ,Hard coal,GWH,734.0
C0210,Sub-bituminous coal,BE,Belgium,1999 ,Hard coal,GWH,706.0
C0210,Sub-bituminous coal,BE,Belgium,1998 ,Hard coal,GWH,908.0
C0210,Sub-bituminous coal,BE,Belgium,1997 ,Hard coal,GWH,903.0
C0210,Sub-bituminous coal,BE,Belgium,1996 ,Hard coal,GWH,941.0
C0210,Sub-bituminous coal,BE,Belgium,1995 ,Hard coal,GWH,1223.0
C0210,Sub-bituminous coal,BE,Belgium,1994 ,Hard coal,GWH,1067.0
C0210,Sub-bituminous coal,BE,Belgium,1993 ,Hard coal,GWH,1287.0
C0210,Sub-bituminous coal,BE,Belgium,1992 ,Hard coal,GWH,1416.0
C0210,Sub-bituminous coal,BE,Belgium,1991 ,Hard coal,GWH,2222.0
C0210,Sub-bituminous coal,BE,Belgium,1990 ,Hard coal,GWH,1998.0
G3000,Natural gas,BE,Belgium,2018 ,Natural gas,GWH,23981.9
G3000,Natural gas,BE,Belgium,2017 ,Natural gas,GWH,23018.2
G3000,Natural gas,BE,Belgium,2016 ,Natural gas,GWH,22113.3
G3000,Natural gas,BE,Belgium,2015 ,Natural gas,GWH,22026.1
G3000,Natural gas,BE,Belgium,2014 ,Natural gas,GWH,19320.6
G3000,Natural gas,BE,Belgium,2013 ,Natural gas,GWH,20924.0
G3000,Natural gas,BE,Belgium,2012 ,Natural gas,GWH,23546.0
G3000,Natural gas,BE,Belgium,2011 ,Natural gas,GWH,25438.0
G3000,Natural gas,BE,Belgium,2010 ,Natural gas,GWH,31420.0
G3000,Natural gas,BE,Belgium,2009 ,Natural gas,GWH,29310.0
G3000,Natural gas,BE,Belgium,2008 ,Natural gas,GWH,24646.0
G3000,Natural gas,BE,Belgium,2007 ,Natural gas,GWH,25386.0
G3000,Natural gas,BE,Belgium,2006 ,Natural gas,GWH,23022.0
G3000,Natural gas,BE,Belgium,2005 ,Natural gas,GWH,22849.0
G3000,Natural gas,BE,Belgium,2004 ,Natural gas,GWH,21477.0
G3000,Natural gas,BE,Belgium,2003 ,Natural gas,GWH,21609.0
G3000,Natural gas,BE,Belgium,2002 ,Natural gas,GWH,17868.0
G3000,Natural gas,BE,Belgium,2001 ,Natural gas,GWH,15780.0
G3000,Natural gas,BE,Belgium,2000 ,Natural gas,GWH,15977.0
G3000,Natural gas,BE,Belgium,1999 ,Natural gas,GWH,19231.0
G3000,Natural gas,BE,Belgium,1998 ,Natural gas,GWH,15036.0
G3000,Natural gas,BE,Belgium,1997 ,Natural gas,GWH,11537.0
G3000,Natural gas,BE,Belgium,1996 ,Natural gas,GWH,11010.0
G3000,Natural gas,BE,Belgium,1995 ,Natural gas,GWH,10181.0
G3000,Natural gas,BE,Belgium,1994 ,Natural gas,GWH,8275.0
G3000,Natural gas,BE,Belgium,1993 ,Natural gas,GWH,6812.0
G3000,Natural gas,BE,Belgium,1992 ,Natural gas,GWH,6668.0
G3000,Natural gas,BE,Belgium,1991 ,Natural gas,GWH,6216.0
G3000,Natural gas,BE,Belgium,1990 ,Natural gas,GWH,5405.0
N900H,Nuclear heat,BE,Belgium,2018 ,Nuclear,GWH,28597.0
N900H,Nuclear heat,BE,Belgium,2017 ,Nuclear,GWH,42226.8
N900H,Nuclear heat,BE,Belgium,2016 ,Nuclear,GWH,43523.0
N900H,Nuclear heat,BE,Belgium,2015 ,Nuclear,GWH,26103.0
N900H,Nuclear heat,BE,Belgium,2014 ,Nuclear,GWH,33703.0
N900H,Nuclear heat,BE,Belgium,2013 ,Nuclear,GWH,42644.0
N900H,Nuclear heat,BE,Belgium,2012 ,Nuclear,GWH,40295.0
N900H,Nuclear heat,BE,Belgium,2011 ,Nuclear,GWH,48234.0
N900H,Nuclear heat,BE,Belgium,2010 ,Nuclear,GWH,47944.0
N900H,Nuclear heat,BE,Belgium,2009 ,Nuclear,GWH,47222.0
N900H,Nuclear heat,BE,Belgium,2008 ,Nuclear,GWH,45568.0
N900H,Nuclear heat,BE,Belgium,2007 ,Nuclear,GWH,48227.0
N900H,Nuclear heat,BE,Belgium,2006 ,Nuclear,GWH,46645.0
N900H,Nuclear heat,BE,Belgium,2005 ,Nuclear,GWH,47595.0
N900H,Nuclear heat,BE,Belgium,2004 ,Nuclear,GWH,47312.0
N900H,Nuclear heat,BE,Belgium,2003 ,Nuclear,GWH,47379.0
N900H,Nuclear heat,BE,Belgium,2002 ,Nuclear,GWH,47360.0
N900H,Nuclear heat,BE,Belgium,2001 ,Nuclear,GWH,46349.0
N900H,Nuclear heat,BE,Belgium,2000 ,Nuclear,GWH,48157.0
N900H,Nuclear heat,BE,Belgium,1999 ,Nuclear,GWH,49017.0
N900H,Nuclear heat,BE,Belgium,1998 ,Nuclear,GWH,46165.0
N900H,Nuclear heat,BE,Belgium,1997 ,Nuclear,GWH,47408.0
N900H,Nuclear heat,BE,Belgium,1996 ,Nuclear,GWH,43336.0
N900H,Nuclear heat,BE,Belgium,1995 ,Nuclear,GWH,41356.0
N900H,Nuclear heat,BE,Belgium,1994 ,Nuclear,GWH,40624.0
N900H,Nuclear heat,BE,Belgium,1993 ,Nuclear,GWH,41927.0
N900H,Nuclear heat,BE,Belgium,1992 ,Nuclear,GWH,43456.0
N900H,Nuclear heat,BE,Belgium,1991 ,Nuclear,GWH,42861.0
N900H,Nuclear heat,BE,Belgium,1990 ,Nuclear,GWH,42722.0
O4000XBIO,Oil and petroleum products (excluding biofuel portion),BE,Belgium,2018 ,Oil and petroleum products,GWH,160.8
O4000XBIO,Oil and petroleum products (excluding biofuel portion),BE,Belgium,2017 ,Oil and petroleum products,GWH,176.0
O4000XBIO,Oil and petroleum products (excluding biofuel portion),BE,Belgium,2016 ,Oil and petroleum products,GWH,197.7
O4000XBIO,Oil and petroleum products (excluding biofuel portion),BE,Belgium,2015 ,Oil and petroleum products,GWH,208.9
O4000XBIO,Oil and petroleum products (excluding biofuel portion),BE,Belgium,2014 ,Oil and petroleum products,GWH,216.5
O4000XBIO,Oil and petroleum products (excluding biofuel portion),BE,Belgium,2013 ,Oil and petroleum products,GWH,157.0
O4000XBIO,Oil and petroleum products (excluding biofuel portion),BE,Belgium,2012 ,Oil and petroleum products,GWH,333.0
O4000XBIO,Oil and petroleum products (excluding biofuel portion),BE,Belgium,2011 ,Oil and petroleum products,GWH,290.0
O4000XBIO,Oil and petroleum products (excluding biofuel portion),BE,Belgium,2010 ,Oil and petroleum products,GWH,406.0
O4000XBIO,Oil and petroleum products (excluding biofuel portion),BE,Belgium,2009 ,Oil and petroleum products,GWH,280.0
O4000XBIO,Oil and petroleum products (excluding biofuel portion),BE,Belgium,2008 ,Oil and petroleum products,GWH,406.0
O4000XBIO,Oil and petroleum products (excluding biofuel portion),BE,Belgium,2007 ,Oil and petroleum products,GWH,813.0
O4000XBIO,Oil and petroleum products (excluding biofuel portion),BE,Belgium,2006 ,Oil and petroleum products,GWH,1377.0
O4000XBIO,Oil and petroleum products (excluding biofuel portion),BE,Belgium,2005 ,Oil and petroleum products,GWH,1740.0
O4000XBIO,Oil and petroleum products (excluding biofuel portion),BE,Belgium,2004 ,Oil and petroleum products,GWH,1676.0
O4000XBIO,Oil and petroleum products (excluding biofuel portion),BE,Belgium,2003 ,Oil and petroleum products,GWH,1007.0
O4000XBIO,Oil and petroleum products (excluding biofuel portion),BE,Belgium,2002 ,Oil and petroleum products,GWH,972.0
O4000XBIO,Oil and petroleum products (excluding biofuel portion),BE,Belgium,2001 ,Oil and petroleum products,GWH,1664.0
O4000XBIO,Oil and petroleum products (excluding biofuel portion),BE,Belgium,2000 ,Oil and petroleum products,GWH,797.0
O4000XBIO,Oil and petroleum products (excluding biofuel portion),BE,Belgium,1999 ,Oil and petroleum products,GWH,1035.0
O4000XBIO,Oil and petroleum products (excluding biofuel portion),BE,Belgium,1998 ,Oil and petroleum products,GWH,2580.0
O4000XBIO,Oil and petroleum products (excluding biofuel portion),BE,Belgium,1997 ,Oil and petroleum products,GWH,1422.0
O4000XBIO,Oil and petroleum products (excluding biofuel portion),BE,Belgium,1996 ,Oil and petroleum products,GWH,1290.0
O4000XBIO,Oil and petroleum products (excluding biofuel portion),BE,Belgium,1995 ,Oil and petroleum products,GWH,1313.0
O4000XBIO,Oil and petroleum products (excluding biofuel portion),BE,Belgium,1994 ,Oil and petroleum products,GWH,1618.0
O4000XBIO,Oil and petroleum products (excluding biofuel portion),BE,Belgium,1993 ,Oil and petroleum products,GWH,1475.0
O4000XBIO,Oil and petroleum products (excluding biofuel portion),BE,Belgium,1992 ,Oil and petroleum products,GWH,1543.0
O4000XBIO,Oil and petroleum products (excluding biofuel portion),BE,Belgium,1991 ,Oil and petroleum products,GWH,1826.0
O4000XBIO,Oil and petroleum products (excluding biofuel portion),BE,Belgium,1990 ,Oil and petroleum products,GWH,1314.0
R5110-5150_W6000RI,Primary solid biofuels,BE,Belgium,2018 ,Solid biofuels,GWH,3484.3
R5110-5150_W6000RI,Primary solid biofuels,BE,Belgium,2017 ,Solid biofuels,GWH,3816.4
R5110-5150_W6000RI,Primary solid biofuels,BE,Belgium,2016 ,Solid biofuels,GWH,3471.0
R5110-5150_W6000RI,Primary solid biofuels,BE,Belgium,2015 ,Solid biofuels,GWH,3554.0
R5110-5150_W6000RI,Primary solid biofuels,BE,Belgium,2014 ,Solid biofuels,GWH,2631.5
R5110-5150_W6000RI,Primary solid biofuels,BE,Belgium,2013 ,Solid biofuels,GWH,3355.3559999999998
R5110-5150_W6000RI,Primary solid biofuels,BE,Belgium,2012 ,Solid biofuels,GWH,3684.4590000000003
R5110-5150_W6000RI,Primary solid biofuels,BE,Belgium,2011 ,Solid biofuels,GWH,3125.861
R5110-5150_W6000RI,Primary solid biofuels,BE,Belgium,2010 ,Solid biofuels,GWH,2903.665
R5110-5150_W6000RI,Primary solid biofuels,BE,Belgium,2009 ,Solid biofuels,GWH,2657.4
R5110-5150_W6000RI,Primary solid biofuels,BE,Belgium,2008 ,Solid biofuels,GWH,2483.985
R5110-5150_W6000RI,Primary solid biofuels,BE,Belgium,2007 ,Solid biofuels,GWH,1818.011
R5110-5150_W6000RI,Primary solid biofuels,BE,Belgium,2006 ,Solid biofuels,GWH,1406.247
R5110-5150_W6000RI,Primary solid biofuels,BE,Belgium,2005 ,Solid biofuels,GWH,960.0
R5110-5150_W6000RI,Primary solid biofuels,BE,Belgium,2004 ,Solid biofuels,GWH,512.595
R5110-5150_W6000RI,Primary solid biofuels,BE,Belgium,2003 ,Solid biofuels,GWH,377.0
R5110-5150_W6000RI,Primary solid biofuels,BE,Belgium,2002 ,Solid biofuels,GWH,271.0
R5110-5150_W6000RI,Primary solid biofuels,BE,Belgium,2001 ,Solid biofuels,GWH,173.0
R5110-5150_W6000RI,Primary solid biofuels,BE,Belgium,2000 ,Solid biofuels,GWH,164.0
R5110-5150_W6000RI,Primary solid biofuels,BE,Belgium,1999 ,Solid biofuels,GWH,199.0
R5110-5150_W6000RI,Primary solid biofuels,BE,Belgium,1998 ,Solid biofuels,GWH,95.0
R5110-5150_W6000RI,Primary solid biofuels,BE,Belgium,1997 ,Solid biofuels,GWH,60.0
R5110-5150_W6000RI,Primary solid biofuels,BE,Belgium,1996 ,Solid biofuels,GWH,97.0
R5110-5150_W6000RI,Primary solid biofuels,BE,Belgium,1995 ,Solid biofuels,GWH,121.0
R5110-5150_W6000RI,Primary solid biofuels,BE,Belgium,1994 ,Solid biofuels,GWH,59.0
R5110-5150_W6000RI,Primary solid biofuels,BE,Belgium,1993 ,Solid biofuels,GWH,59.0
R5110-5150_W6000RI,Primary solid biofuels,BE,Belgium,1992 ,Solid biofuels,GWH,93.0
R5110-5150_W6000RI,Primary solid biofuels,BE,Belgium,1991 ,Solid biofuels,GWH,134.0
R5110-5150_W6000RI,Primary solid biofuels,BE,Belgium,1990 ,Solid biofuels,GWH,135.0
RA100,Hydro,BE,Belgium,2018 ,Hydro,GWH,1328.8
RA100,Hydro,BE,Belgium,2017 ,Hydro,GWH,1397.4
RA100,Hydro,BE,Belgium,2016 ,Hydro,GWH,1489.1
RA100,Hydro,BE,Belgium,2015 ,Hydro,GWH,1417.5
RA100,Hydro,BE,Belgium,2014 ,Hydro,GWH,1465.2
RA100,Hydro,BE,Belgium,2013 ,Hydro,GWH,1704.0
RA100,Hydro,BE,Belgium,2012 ,Hydro,GWH,1659.0
RA100,Hydro,BE,Belgium,2011 ,Hydro,GWH,1423.0
RA100,Hydro,BE,Belgium,2010 ,Hydro,GWH,1668.0
RA100,Hydro,BE,Belgium,2009 ,Hydro,GWH,1757.0
RA100,Hydro,BE,Belgium,2008 ,Hydro,GWH,1756.56
RA100,Hydro,BE,Belgium,2007 ,Hydro,GWH,1682.7479999999998
RA100,Hydro,BE,Belgium,2006 ,Hydro,GWH,1628.336
RA100,Hydro,BE,Belgium,2005 ,Hydro,GWH,1604.0
RA100,Hydro,BE,Belgium,2004 ,Hydro,GWH,1607.004
RA100,Hydro,BE,Belgium,2003 ,Hydro,GWH,1316.0
RA100,Hydro,BE,Belgium,2002 ,Hydro,GWH,1490.0
RA100,Hydro,BE,Belgium,2001 ,Hydro,GWH,1644.0
RA100,Hydro,BE,Belgium,2000 ,Hydro,GWH,1699.0
RA100,Hydro,BE,Belgium,1999 ,Hydro,GWH,1489.0
RA100,Hydro,BE,Belgium,1998 ,Hydro,GWH,1497.0
RA100,Hydro,BE,Belgium,1997 ,Hydro,GWH,1277.0
RA100,Hydro,BE,Belgium,1996 ,Hydro,GWH,1200.0
RA100,Hydro,BE,Belgium,1995 ,Hydro,GWH,1230.0
RA100,Hydro,BE,Belgium,1994 ,Hydro,GWH,1184.0
RA100,Hydro,BE,Belgium,1993 ,Hydro,GWH,1020.0
RA100,Hydro,BE,Belgium,1992 ,Hydro,GWH,1156.0
RA100,Hydro,BE,Belgium,1991 ,Hydro,GWH,979.0
RA100,Hydro,BE,Belgium,1990 ,Hydro,GWH,897.0
RA300,Wind,BE,Belgium,2018 ,Wind,GWH,7464.7
RA300,Wind,BE,Belgium,2017 ,Wind,GWH,6513.7
RA300,Wind,BE,Belgium,2016 ,Wind,GWH,5437.7
RA300,Wind,BE,Belgium,2015 ,Wind,GWH,5574.0
RA300,Wind,BE,Belgium,2014 ,Wind,GWH,4615.3
RA300,Wind,BE,Belgium,2013 ,Wind,GWH,3665.0
RA300,Wind,BE,Belgium,2012 ,Wind,GWH,2751.0
RA300,Wind,BE,Belgium,2011 ,Wind,GWH,2312.0
RA300,Wind,BE,Belgium,2010 ,Wind,GWH,1292.0
RA300,Wind,BE,Belgium,2009 ,Wind,GWH,996.0
RA300,Wind,BE,Belgium,2008 ,Wind,GWH,637.012
RA300,Wind,BE,Belgium,2007 ,Wind,GWH,491.098
RA300,Wind,BE,Belgium,2006 ,Wind,GWH,366.259
RA300,Wind,BE,Belgium,2005 ,Wind,GWH,227.0
RA300,Wind,BE,Belgium,2004 ,Wind,GWH,141.454
RA300,Wind,BE,Belgium,2003 ,Wind,GWH,88.0
RA300,Wind,BE,Belgium,2002 ,Wind,GWH,57.0
RA300,Wind,BE,Belgium,2001 ,Wind,GWH,37.0
RA300,Wind,BE,Belgium,2000 ,Wind,GWH,16.0
RA300,Wind,BE,Belgium,1999 ,Wind,GWH,13.0
RA300,Wind,BE,Belgium,1998 ,Wind,GWH,11.0
RA300,Wind,BE,Belgium,1997 ,Wind,GWH,8.0
RA300,Wind,BE,Belgium,1996 ,Wind,GWH,8.0
RA300,Wind,BE,Belgium,1995 ,Wind,GWH,9.0
RA300,Wind,BE,Belgium,1994 ,Wind,GWH,9.0
RA300,Wind,BE,Belgium,1993 ,Wind,GWH,8.0
RA300,Wind,BE,Belgium,1992 ,Wind,GWH,9.0
RA300,Wind,BE,Belgium,1991 ,Wind,GWH,8.0
RA300,Wind,BE,Belgium,1990 ,Wind,GWH,7.0
RA420,Solar photovoltaic,BE,Belgium,2018 ,Solar,GWH,3901.8
RA420,Solar photovoltaic,BE,Belgium,2017 ,Solar,GWH,3307.3
RA420,Solar photovoltaic,BE,Belgium,2016 ,Solar,GWH,3095.1
RA420,Solar photovoltaic,BE,Belgium,2015 ,Solar,GWH,3056.2
RA420,Solar photovoltaic,BE,Belgium,2014 ,Solar,GWH,2886.2
RA420,Solar photovoltaic,BE,Belgium,2013 ,Solar,GWH,2644.0
RA420,Solar photovoltaic,BE,Belgium,2012 ,Solar,GWH,2148.0
RA420,Solar photovoltaic,BE,Belgium,2011 ,Solar,GWH,1169.0
RA420,Solar photovoltaic,BE,Belgium,2010 ,Solar,GWH,560.0
RA420,Solar photovoltaic,BE,Belgium,2009 ,Solar,GWH,166.00799999999998
RA420,Solar photovoltaic,BE,Belgium,2008 ,Solar,GWH,41.388000000000005
RA420,Solar photovoltaic,BE,Belgium,2007 ,Solar,GWH,6.058
RA420,Solar photovoltaic,BE,Belgium,2006 ,Solar,GWH,1.6230000000000002
RA420,Solar photovoltaic,BE,Belgium,2005 ,Solar,GWH,1.34
RA420,Solar photovoltaic,BE,Belgium,2004 ,Solar,GWH,0.6579999999999999
W6210,Renewable municipal waste,BE,Belgium,2018 ,Waste,GWH,967.6
W6210,Renewable municipal waste,BE,Belgium,2017 ,Waste,GWH,986.8
W6210,Renewable municipal waste,BE,Belgium,2016 ,Waste,GWH,954.5
W6210,Renewable municipal waste,BE,Belgium,2015 ,Waste,GWH,927.2
W6210,Renewable municipal waste,BE,Belgium,2014 ,Waste,GWH,880.2
W6210,Renewable municipal waste,BE,Belgium,2013 ,Waste,GWH,728.6189999999999
W6210,Renewable municipal waste,BE,Belgium,2012 ,Waste,GWH,705.08
W6210,Renewable municipal waste,BE,Belgium,2011 ,Waste,GWH,822.2689999999999
W6210,Renewable municipal waste,BE,Belgium,2010 ,Waste,GWH,590.889
W6210,Renewable municipal waste,BE,Belgium,2009 ,Waste,GWH,462.935
W6210,Renewable municipal waste,BE,Belgium,2008 ,Waste,GWH,369.952
W6210,Renewable municipal waste,BE,Belgium,2007 ,Waste,GWH,296.83299999999997
W6210,Renewable municipal waste,BE,Belgium,2006 ,Waste,GWH,319.158
W6210,Renewable municipal waste,BE,Belgium,2005 ,Waste,GWH,325.839
W6210,Renewable municipal waste,BE,Belgium,2004 ,Waste,GWH,292.015
W6210,Renewable municipal waste,BE,Belgium,2003 ,Waste,GWH,306.0
W6210,Renewable municipal waste,BE,Belgium,2002 ,Waste,GWH,313.0
W6210,Renewable municipal waste,BE,Belgium,2001 ,Waste,GWH,297.0
W6210,Renewable municipal waste,BE,Belgium,2000 ,Waste,GWH,306.0
W6210,Renewable municipal waste,BE,Belgium,1999 ,Waste,GWH,222.0
W6210,Renewable municipal waste,BE,Belgium,1998 ,Waste,GWH,206.0
W6210,Renewable municipal waste,BE,Belgium,1997 ,Waste,GWH,183.0
W6210,Renewable municipal waste,BE,Belgium,1996 ,Waste,GWH,197.0
W6210,Renewable municipal waste,BE,Belgium,1995 ,Waste,GWH,187.0
W6210,Renewable municipal waste,BE,Belgium,1994 ,Waste,GWH,182.0
W6210,Renewable municipal waste,BE,Belgium,1993 ,Waste,GWH,185.0
W6210,Renewable municipal waste,BE,Belgium,1992 ,Waste,GWH,173.0
W6210,Renewable municipal waste,BE,Belgium,1991 ,Waste,GWH,158.0
W6210,Renewable municipal waste,BE,Belgium,1990 ,Waste,GWH,140.0
C0110,Anthracite,BG,Bulgaria,2017 ,Hard coal,GWH,0.095
C0110,Anthracite,BG,Bulgaria,2016 ,Hard coal,GWH,1.0
C0110,Anthracite,BG,Bulgaria,2015 ,Hard coal,GWH,85.0
C0110,Anthracite,BG,Bulgaria,2014 ,Hard coal,GWH,1269.0
C0110,Anthracite,BG,Bulgaria,2013 ,Hard coal,GWH,769.0
C0110,Anthracite,BG,Bulgaria,2012 ,Hard coal,GWH,1736.0
C0110,Anthracite,BG,Bulgaria,2011 ,Hard coal,GWH,3254.0
C0110,Anthracite,BG,Bulgaria,2010 ,Hard coal,GWH,3620.0
C0110,Anthracite,BG,Bulgaria,2009 ,Hard coal,GWH,2404.0
C0110,Anthracite,BG,Bulgaria,2008 ,Hard coal,GWH,3723.0
C0110,Anthracite,BG,Bulgaria,2007 ,Hard coal,GWH,3738.0
C0110,Anthracite,BG,Bulgaria,2006 ,Hard coal,GWH,2812.0
C0110,Anthracite,BG,Bulgaria,2005 ,Hard coal,GWH,2497.0
C0110,Anthracite,BG,Bulgaria,2004 ,Hard coal,GWH,2239.0
C0129,Other bituminous coal,BG,Bulgaria,2018 ,Hard coal,GWH,413.914
C0129,Other bituminous coal,BG,Bulgaria,2017 ,Hard coal,GWH,395.602
C0129,Other bituminous coal,BG,Bulgaria,2016 ,Hard coal,GWH,464.0
C0129,Other bituminous coal,BG,Bulgaria,2015 ,Hard coal,GWH,581.0
C0129,Other bituminous coal,BG,Bulgaria,2014 ,Hard coal,GWH,1051.0
C0129,Other bituminous coal,BG,Bulgaria,2013 ,Hard coal,GWH,1205.0
C0129,Other bituminous coal,BG,Bulgaria,2012 ,Hard coal,GWH,1067.0
C0129,Other bituminous coal,BG,Bulgaria,2011 ,Hard coal,GWH,1199.0
C0129,Other bituminous coal,BG,Bulgaria,2010 ,Hard coal,GWH,1599.0
C0129,Other bituminous coal,BG,Bulgaria,2009 ,Hard coal,GWH,2104.0
C0129,Other bituminous coal,BG,Bulgaria,2008 ,Hard coal,GWH,2299.0
C0129,Other bituminous coal,BG,Bulgaria,2007 ,Hard coal,GWH,2181.0
C0129,Other bituminous coal,BG,Bulgaria,2006 ,Hard coal,GWH,1958.0
C0129,Other bituminous coal,BG,Bulgaria,2005 ,Hard coal,GWH,1813.0
C0129,Other bituminous coal,BG,Bulgaria,2004 ,Hard coal,GWH,1666.0
C0129,Other bituminous coal,BG,Bulgaria,2003 ,Hard coal,GWH,4478.0
C0129,Other bituminous coal,BG,Bulgaria,2002 ,Hard coal,GWH,3822.0
C0129,Other bituminous coal,BG,Bulgaria,2001 ,Hard coal,GWH,4402.0
C0129,Other bituminous coal,BG,Bulgaria,2000 ,Hard coal,GWH,2913.0
C0129,Other bituminous coal,BG,Bulgaria,1999 ,Hard coal,GWH,2989.0
C0129,Other bituminous coal,BG,Bulgaria,1998 ,Hard coal,GWH,3509.0
C0129,Other bituminous coal,BG,Bulgaria,1997 ,Hard coal,GWH,3665.0
C0129,Other bituminous coal,BG,Bulgaria,1996 ,Hard coal,GWH,2301.0
C0129,Other bituminous coal,BG,Bulgaria,1995 ,Hard coal,GWH,2218.0
C0129,Other bituminous coal,BG,Bulgaria,1994 ,Hard coal,GWH,2758.0
C0129,Other bituminous coal,BG,Bulgaria,1993 ,Hard coal,GWH,4465.0
